259231635,{'1913384058'}
1913384058,"{'259231635', '1913384054'}"
1913384054,"{'1913384051', '1913384058'}"
1913384051,"{'1913384046', '1913384054'}"
1913384046,"{'1913384051', '1913361103'}"
1913361103,"{'1913384046', '1913361139'}"
1913361139,"{'1913361103', '1913361148'}"
1913361148,"{'1913361141', '1913361139'}"
1913361141,"{'1913361146', '1913361148'}"
1913361146,"{'1913361141', '1068772752'}"
1068772752,"{'259230063', '1913361146'}"
259230063,"{'1068772752', '1001770999'}"
1001770999,"{'259230063', '259230791'}"
259230791,"{'259230160', '1001770999'}"
50430402,"{'1395995077', '1070364661', '50430407'}"
1070364661,"{'1070364656', '50430402'}"
1070364656,"{'1070364655', '1070364661'}"
1070364655,"{'1070364656', '3897771397'}"
3897771397,"{'260231693', '1070364655'}"
260231693,"{'1132538528', '3897771397'}"
1132538528,"{'260231693', '1003518004'}"
1003518004,"{'1070322729', '1132538528'}"
1070322729,"{'1070322743', '1003518004', '4048582985', '1070322728'}"
1070322743,"{'1070322729', '4048105969', '1132840735', '4048582982'}"
1132840735,"{'1132108777', '1132840758', '1070322743'}"
1132108777,"{'1132108778', '4039953598', '3688949443', '1132840735'}"
874879979,"{'1997334681', '1072700314', '1814554695'}"
1814554695,"{'1814554692', '874879979'}"
1814554692,"{'1001771022', '1814554695'}"
1001771022,"{'1814554692', '259230251'}"
259230251,"{'1001771022', '259230250'}"
259230250,"{'1068772750', '259230251'}"
1068772750,"{'259230250', '4760872130'}"
4760872130,"{'1068772750', '259230249'}"
259230249,"{'4760872131', '1081994805', '4760872130'}"
4760872131,"{'1001771020', '259230249'}"
1001771020,"{'4760872131', '259231818'}"
259231818,"{'1068772751', '1001771020', '1003496273'}"
259231819,"{'2938964862', '259231827'}"
259231827,"{'259231819', '1001772114'}"
265661801,"{'1059046036', '4244392193'}"
1059046036,"{'1814110511', '265661801'}"
1814110511,"{'1059046036', '3109378629'}"
3109378629,"{'265661800', '1814110511'}"
265661800,"{'4244392192', '3109378629'}"
4244392192,"{'265661800', '1814110514'}"
1814110514,"{'4244392192', '1814110515'}"
1814110515,"{'1814110516', '1814110514'}"
1814110516,"{'265661798', '1814110515'}"
265661798,"{'1814110516', '1814110517', '3224888828'}"
1814110517,"{'265661798', '1814110550'}"
1814110550,"{'1814110517', '392287095'}"
392287095,"{'1025997370', '427631045', '1814110550'}"
265662029,"{'1103217321', '4758791819', '1109018600', '3440586101'}"
1109018600,"{'1106883572', '265662029'}"
1106883572,"{'314536281', '1109018600'}"
314536281,"{'1103217328', '994605496', '1106883572'}"
994605496,"{'3440588201', '314536281', '1109014368'}"
1109014368,"{'1106883628', '994605496'}"
1106883628,"{'1109005636', '1109014368'}"
1109005636,"{'1106883628', '1024098171'}"
1024098171,"{'1109005636', '4049804848', '1109005651'}"
1109005651,"{'1024098171', '1106883609'}"
1106883609,"{'4883279625', '1109005651'}"
4883279625,"{'4883279624', '1000700357', '1106883609'}"
1000700357,"{'4883279625', '1000700371', '433359354', '1109005292'}"
433359354,"{'1000700357', '278304672'}"
278304672,"{'433359359', '4066525966', '433359354'}"
433359359,"{'278304672', '4739319452', '1024098137'}"
4739319452,"{'433359342', '433359359'}"
433359342,"{'651508943', '4739319452', '265662023'}"
265662023,"{'433359342', '265662021'}"
265662021,"{'433359352', '265662023'}"
433359352,"{'936594413', '265662021'}"
936594413,"{'1108935712', '1107353733', '433359352'}"
1107353733,"{'4085693205', '936594413', '1107483405'}"
1107483405,"{'4085693135', '266651039', '1107353733'}"
265661055,"{'1396061219', '265661054', '427631003'}"
1396061219,"{'1396061228', '265661055'}"
1396061228,"{'1026069705', '1396061219'}"
1026069705,"{'1396061228', '4051501478', '2055000348'}"
2055000348,"{'1026069705', '271137412'}"
271137412,"{'427631050', '2055000348'}"
427631050,"{'271137412', '1026030330', '1026004004', '1026020759'}"
1026030330,"{'1026004003', '1026020792', '1026030329', '427631050'}"
1026020792,"{'1026004002', '1026030330', '271137413', '1026020790'}"
271137413,"{'1026020792', '1025997368', '1025997367', '1026004000'}"
1026004000,"{'1025012982', '271137413', '1026003999', '1025017907'}"
1025017907,"{'1025017906', '1025004429', '4935692572', '1026004000'}"
1025004429,"{'1025004427', '1024985769', '1025012968', '1025017907'}"
1024985769,"{'1024985762', '1025012965', '1025004429', '1024982679'}"
1024982679,"{'4760131081', '1024982680', '1024978046', '1024985769'}"
1024978046,"{'1062178570', '1024975639', '1024982679', '1024978045'}"
1024975639,"{'1024975652', '1062163461', '1024978046', '1024970783'}"
1024970783,"{'1024970786', '1062162498', '1024975639', '1024959702'}"
1024959702,"{'1024959692', '1024970783', '427631060', '1024959699'}"
1024959692,"{'1024959691', '4760131112', '449698701', '1024959702'}"
449698701,"{'1024959692', '1062160797', '1024838840'}"
271145356,"{'271145267', '1027929102', '1027924702'}"
271145267,"{'427631265', '271145356', '265661808'}"
427631265,"{'1103133983', '271145267', '1396007317'}"
1396007317,"{'427631265', '308993133'}"
308993133,"{'1048790507', '1396007318', '1027929102', '1396007317'}"
427698738,{'1396007318'}
1396007318,"{'308993133', '427698738'}"
4066525966,"{'278304672', '1107995656'}"
1107995656,"{'1107995669', '4066525966', '1024098288'}"
1024098288,"{'4066526223', '1107995656'}"
4066526223,"{'1107995861', '1024098288'}"
1107995861,"{'4066485645', '4066526223', '4081760349'}"
4066485645,"{'1107995861', '4081760522'}"
4081760522,"{'4066485645', '4081760521'}"
4081760521,"{'1107353768', '4081760522'}"
1107353768,"{'1107353766', '1107995944', '4081760521'}"
1107995944,"{'1107995949', '1107995989', '1107353768', '1107995722'}"
1107995989,"{'4050245534', '1107995997', '1107995944', '1107995986'}"
4050245534,"{'1107995989', '1107996053'}"
1107996053,"{'1107996057', '4050245534', '1107996129', '1107996045'}"
1107996129,"{'4050246335', '1107996188', '1107996124', '1107996053'}"
1107996188,"{'4050240635', '1107996129', '1107996183'}"
4050240635,"{'290834009', '1107996188'}"
290834009,"{'1106606805', '1106425114', '4050240635', '4050240629'}"
50430054,"{'1068966911', '1068966909', '1068966903'}"
1068966911,"{'50430054', '469418028'}"
469418028,"{'1068966911', '1068966914'}"
1068966914,"{'469418028', '4030966313'}"
4030966313,"{'1068966914', '1135422743'}"
1135422743,"{'50430060', '4030966313'}"
50430060,"{'1135422743', '1068978066', '4030966310'}"
290838457,"{'290834028', '1062925829', '1131222465', '1062926177'}"
1131222465,"{'290838457', '1062926139'}"
1062926139,"{'1131222465', '1131222464'}"
1131222464,"{'1062926139', '290838458'}"
290838458,"{'1131222464', '1131222528'}"
1131222528,"{'290838458', '1131222540'}"
1131222540,"{'1062926033', '1131222528'}"
1062926033,"{'1131222540', '1062926173', '4087682884'}"
4087682884,"{'290838459', '1062926033'}"
290838459,"{'4087682997', '4087682884'}"
4087682997,"{'290838459', '1062925701'}"
1062925701,"{'4087683049', '4087682997'}"
4087683049,"{'1062925701', '290838460'}"
290838460,"{'4087683049', '2776807008'}"
2776807008,"{'1062926069', '290838460'}"
1062926069,"{'1131222466', '2776807008', '2776807009'}"
308991258,"{'3768075280', '2472358680', '1396007312'}"
